KO_ID	KO_name	KO_def	module_IDs	module_defs	pathway_IDs	pathway_defs
K04437	FLNA	filamin			map04010; map04510; map05132; map05205	MAPK signaling pathway; Focal adhesion; Salmonella infection; Proteoglycans in cancer
K04460	PPP5C	serine/threonine-protein phosphatase 5			map04010	MAPK signaling pathway
K04477	ycdX	putative hydrolase				
K04479	dbh	DNA polymerase IV (archaeal DinB-like DNA polymerase)				
K04480	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase	M00356	Methanogenesis, methanol => methane	map00680; map01100; map01120; map01200	Methane metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism
K04482	RAD51	DNA repair protein RAD51			map03440; map03460; map05200; map05212	Homologous recombination; Fanconi anemia pathway; Pathways in cancer; Pancreatic cancer
K04483	radA	DNA repair protein RadA				
K04484	radB	DNA repair protein RadB				
K04485	radA, sms	DNA repair protein RadA/Sms				
K04486	E3.1.3.15B	histidinol-phosphatase (PHP family)	M00026	Histidine biosynthesis, PRPP => histidine	map00340; map01100; map01110; map01230	Histidine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K04487	iscS, NFS1	cysteine desulfurase			map00730; map01100; map01240; map04122	Thiamine metabolism; Metabolic pathways; Biosynthesis of cofactors; Sulfur relay system
K04488	iscU, nifU	nitrogen fixation protein NifU and related proteins				
K04496	CTBP	C-terminal binding protein			map04310; map04330; map05200; map05220	Wnt signaling pathway; Notch signaling pathway; Pathways in cancer; Chronic myeloid leukemia
K04498	EP300, CREBBP, KAT3	E1A/CREB-binding protein			map04024; map04066; map04068; map04110; map04310; map04330; map04350; map04520; map04630; map04720; map04916; map04919; map04922; map04935; map05016; map05152; map05161; map05164; map05165; map05166; map05167; map05200; map05203; map05206; map05211; map05215	cAMP signaling pathway; HIF-1 signaling pathway; FoxO signaling pathway; Cell cycle; Wnt signaling pathway; Notch signaling pathway; TGF-beta signaling pathway; Adherens junction; JAK-STAT signaling pathway; Long-term potentiation; Melanogenesis; Thyroid hormone signaling pathway; Glucagon signaling pathway; Growth hormone synthesis, secretion and action; Huntington disease; Tuberculosis; Hepatitis B; Influenza A; Human papillomavirus infection; Human T-cell leukemia virus 1 infection; Kaposi sarcoma-associated herpesvirus infection; Pathways in cancer; Viral carcinogenesis; MicroRNAs in cancer; Renal cell carcinoma; Prostate cancer
K04499	RUVBL1, RVB1, INO80H	RuvB-like protein 1			map04310	Wnt signaling pathway
K04505	PSEN1, PS1	presenilin 1			map04310; map04330; map04361; map04722; map05010; map05022; map05165	Wnt signaling pathway; Notch signaling pathway; Axon regeneration; Neurotrophin signaling pathway; Alzheimer disease; Pathways of neurodegeneration - multiple diseases; Human papillomavirus infection
K04506	SIAH1	E3 ubiquitin-protein ligase SIAH1			map04013; map04115; map04120; map04310	MAPK signaling pathway - fly; p53 signaling pathway; Ubiquitin mediated proteolysis; Wnt signaling pathway
K04507	CACYBP, SIP	calcyclin binding protein			map04310	Wnt signaling pathway
K04508	TBL1	transducin (beta)-like 1			map04013; map04310	MAPK signaling pathway - fly; Wnt signaling pathway
K04516	AROA1, aroA	chorismate mutase	M00024; M00025	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine; Tyrosine biosynthesis, chorismate => HPP => tyrosine	map00400; map01100; map01110; map01230	Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K04517	tyrA2	prephenate dehydrogenase	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	map00400; map00401; map01100; map01110; map01230	Phenylalanine, tyrosine and tryptophan biosynthesis; Novobiocin biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K04518	pheA2	prephenate dehydratase	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	map00400; map01100; map01110; map01230	Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids
K04523	UBQLN, DSK2	ubiquilin			map04141; map05014	Protein processing in endoplasmic reticulum; Amyotrophic lateral sclerosis
K04532	NAE1, APPBP1	NEDD8-activating enzyme E1 regulatory subunit			map05010	Alzheimer disease
K04536	GNB1	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1			map04011; map04014; map04062; map04151; map04371; map04713; map04723; map04724; map04725; map04726; map04727; map04728; map04740; map04744; map04926; map05032; map05034; map05163; map05167; map05170; map05200	MAPK signaling pathway - yeast; Ras signaling pathway; Chemokine signaling pathway; PI3K-Akt signaling pathway; Apelin signaling pathway; Circadian entrainment; Retrograde endocannabinoid signaling; Glutamatergic synapse; Cholinergic synapse; Serotonergic synapse; GABAergic synapse; Dopaminergic synapse; Olfactory transduction; Phototransduction; Relaxin signaling pathway; Morphine addiction; Alcoholism; Human cytomegalovirus infection; Kaposi sarcoma-associated herpesvirus infection; Human immunodeficiency virus 1 infection; Pathways in cancer
K04554	UBE2J2, NCUBE2, UBC6	ubiquitin-conjugating enzyme E2 J2			map04120; map04141; map05012; map05022	Ubiquitin mediated proteolysis; Protein processing in endoplasmic reticulum; Parkinson disease; Pathways of neurodegeneration - multiple diseases
K04561	norB	nitric oxide reductase subunit B	M00529	Denitrification, nitrate => nitrogen	map00910; map01100; map01120	Nitrogen metabolism; Metabolic pathways; Microbial metabolism in diverse environments
K04562	flhG, fleN	flagellar biosynthesis protein FlhG				
K04564	SOD2	superoxide dismutase, Fe-Mn family			map04013; map04068; map04146; map04211; map04212; map04213; map05016; map05208; map05417	MAPK signaling pathway - fly; FoxO signaling pathway; Peroxisome; Longevity regulating pathway; Longevity regulating pathway - worm; Longevity regulating pathway - multiple species; Huntington disease; Chemical carcinogenesis - reactive oxygen species; Lipid and atherosclerosis
K04565	SOD1	superoxide dismutase, Cu-Zn family			map04146; map04213; map05012; map05014; map05016; map05020; map05022; map05208	Peroxisome; Longevity regulating pathway - multiple species; Parkinson disease; Amyotrophic lateral sclerosis; Huntington disease; Prion disease; Pathways of neurodegeneration - multiple diseases; Chemical carcinogenesis - reactive oxygen species
K04566	lysK	lysyl-tRNA synthetase, class I			map00970	Aminoacyl-tRNA biosynthesis
K04567	KARS, lysS	lysyl-tRNA synthetase, class II			map00970	Aminoacyl-tRNA biosynthesis
K04568	epmA, poxA	elongation factor P--(R)-beta-lysine ligase				
K04569	CCS	copper chaperone for superoxide dismutase			map05014; map05022	Amyotrophic lateral sclerosis; Pathways of neurodegeneration - multiple diseases
K04618	GAOA	galactose oxidase			map00052; map01100	Galactose metabolism; Metabolic pathways
K04638	IFT57, HIPPI, ESRRBL1	intraflagellar transport protein 57			map05016; map05022	Huntington disease; Pathways of neurodegeneration - multiple diseases
K04641	bop	bacteriorhodopsin				
K04642	hop	halorhodopsin				
K04643	sop	sensory rhodopsin				
K04646	CLTC	clathrin heavy chain			map04142; map04144; map04721; map04961; map05016; map05100	Lysosome; Endocytosis; Synaptic vesicle cycle; Endocrine and other factor-regulated calcium reabsorption; Huntington disease; Bacterial invasion of epithelial cells
K04648	DCTN1	dynactin 1			map04962; map05014; map05016; map05022; map05132	Vasopressin-regulated water reabsorption; Amyotrophic lateral sclerosis; Huntington disease; Pathways of neurodegeneration - multiple diseases; Salmonella infection
K04649	HIP2, UBC1	ubiquitin-conjugating enzyme (huntingtin interacting protein 2)			map04120	Ubiquitin mediated proteolysis
K04651	hypA, hybF	hydrogenase nickel incorporation protein HypA/HybF				
K04652	hypB	hydrogenase nickel incorporation protein HypB				
K04653	hypC	hydrogenase expression/formation protein HypC				
K04654	hypD	hydrogenase expression/formation protein HypD				
K04655	hypE	hydrogenase expression/formation protein HypE				
K04656	hypF	hydrogenase maturation protein HypF				
K04659	THBS2S	thrombospondin 2/3/4/5			map04145; map04151; map04510; map04512; map05144; map05165	Phagosome; PI3K-Akt signaling pathway; Focal adhesion; ECM-receptor interaction; Malaria; Human papillomavirus infection
K04688	RPS6KB	ribosomal protein S6 kinase beta			map01521; map01522; map04012; map04066; map04140; map04150; map04151; map04152; map04211; map04212; map04213; map04350; map04361; map04371; map04666; map04714; map04910; map04931; map05131; map05163; map05165; map05170; map05200; map05205; map05207; map05210; map05212; map05221; map05224; map05225; map05226; map05231; map05235	EGFR tyrosine kinase inhibitor resistance; Endocrine resistance; ErbB signaling pathway; HIF-1 signaling pathway; Autophagy - animal; mTOR signaling pathway; PI3K-Akt signaling pathway; AMPK signaling pathway; Longevity regulating pathway; Longevity regulating pathway - worm; Longevity regulating pathway - multiple species; TGF-beta signaling pathway; Axon regeneration; Apelin signaling pathway; Fc gamma R-mediated phagocytosis; Thermogenesis; Insulin signaling pathway; Insulin resistance; Shigellosis; Human cytomegalovirus infection; Human papillomavirus infection; Human immunodeficiency virus 1 infection; Pathways in cancer; Proteoglycans in cancer; Chemical carcinogenesis - receptor activation; Colorectal cancer; Pancreatic cancer; Acute myeloid leukemia; Breast cancer; Hepatocellular carcinoma; Gastric cancer; Choline metabolism in cancer; PD-L1 expression and PD-1 checkpoint pathway in cancer
K04691	hhoB, degS	serine protease DegS				
K04708	KDSR	3-dehydrosphinganine reductase	M00094; M00099	Ceramide biosynthesis; Sphingosine biosynthesis	map00600; map01100	Sphingolipid metabolism; Metabolic pathways
K04711	ACER3, YDC1	dihydroceramidase			map00600; map01100	Sphingolipid metabolism; Metabolic pathways
K04712	DEGS	sphingolipid 4-desaturase/C4-monooxygenase	M00094; M00099	Ceramide biosynthesis; Sphingosine biosynthesis	map00600; map01100; map04071	Sphingolipid metabolism; Metabolic pathways; Sphingolipid signaling pathway
K04718	SPHK	sphingosine kinase	M00100	Sphingosine degradation	map00600; map01100; map04020; map04071; map04072; map04370; map04371; map04666; map05152	Sphingolipid metabolism; Metabolic pathways; Calcium signaling pathway; Sphingolipid signaling pathway; Phospholipase D signaling pathway; VEGF signaling pathway; Apelin signaling pathway; Fc gamma R-mediated phagocytosis; Tuberculosis
K04719	bluB	5,6-dimethylbenzimidazole synthase			map00740; map01100; map01240	Riboflavin metabolism; Metabolic pathways; Biosynthesis of cofactors
K04720	cobD	threonine-phosphate decarboxylase			map00860	Porphyrin and chlorophyll metabolism
K04728	ATM, TEL1	serine-protein kinase ATM			map01524; map03440; map04064; map04068; map04110; map04115; map04210; map04214; map04218; map05131; map05165; map05166; map05170; map05202; map05206	Platinum drug resistance; Homologous recombination; NF-kappa B signaling pathway; FoxO signaling pathway; Cell cycle; p53 signaling pathway; Apoptosis; Apoptosis - fly; Cellular senescence; Shigellosis; Human papillomavirus infection; Human T-cell leukemia virus 1 infection; Human immunodeficiency virus 1 infection; Transcriptional misregulation in cancer; MicroRNAs in cancer
K04739	PRKAR	cAMP-dependent protein kinase regulator			map04910	Insulin signaling pathway
K04744	lptD, imp, ostA	LPS-assembly protein				
K04748	norQ	nitric oxide reductase NorQ protein				
K04749	rsbV	anti-sigma B factor antagonist				
K04750	phnB	PhnB protein				
K04751	glnB	nitrogen regulatory protein P-II 1			map02020	Two-component system
K04752	glnK	nitrogen regulatory protein P-II 2				
K04754	mlaA, vacJ	phospholipid-binding lipoprotein MlaA				
K04755	fdx	ferredoxin, 2Fe-2S				
K04756	ahpD	lipoyl-dependent peroxiredoxin subunit D				
K04757	rsbW	serine/threonine-protein kinase RsbW				
K04758	feoA	ferrous iron transport protein A				
K04759	feoB	ferrous iron transport protein B				
K04760	greB	transcription elongation factor GreB				
K04761	oxyR	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator			map02026	Biofilm formation - Escherichia coli
K04762	hslR	ribosome-associated heat shock protein Hsp15				
K04763	xerD	integrase/recombinase XerD				
K04764	ihfA, himA	integration host factor subunit alpha				
K04765	mazG	nucleoside triphosphate diphosphatase			map00230; map00240; map00760; map00770; map01100	Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Pantothenate and CoA biosynthesis; Metabolic pathways
K04766	acuA	acetoin utilization protein AcuA				
K04767	acuB	acetoin utilization protein AcuB				
K04768	acuC	acetoin utilization protein AcuC				
K04769	spoVT	AbrB family transcriptional regulator, stage V sporulation protein T				
K04770	lonH	Lon-like ATP-dependent protease				
K04771	degP, htrA	serine protease Do			map01503; map02020	Cationic antimicrobial peptide (CAMP) resistance; Two-component system
K04772	degQ, hhoA	serine protease DegQ				
K04773	sppA	protease IV				
K04774	sohB	serine protease SohB				
K04775	ydgD	protease YdgD				
K04781	mbtI, irp9, ybtS	salicylate synthetase			map01053; map01110	Biosynthesis of siderophore group nonribosomal peptides; Biosynthesis of secondary metabolites
K04782	pchB	isochorismate pyruvate lyase			map01053; map01110	Biosynthesis of siderophore group nonribosomal peptides; Biosynthesis of secondary metabolites
K04786	irp1, HMWP1	yersiniabactin nonribosomal peptide/polyketide synthase			map01053	Biosynthesis of siderophore group nonribosomal peptides
K04794	PTH2	peptidyl-tRNA hydrolase, PTH2 family				
K04795	flpA	fibrillarin-like pre-rRNA processing protein				
K04796	RUXX	small nuclear ribonucleoprotein				
K04797	pfdA, PFDN5	prefoldin alpha subunit				
K04798	pfdB, PFDN6	prefoldin beta subunit				
K04799	FEN1, RAD2	flap endonuclease-1			map03030; map03410; map03450	DNA replication; Base excision repair; Non-homologous end-joining
K04800	rfcL	replication factor C large subunit			map03030	DNA replication
K04801	rfcS	replication factor C small subunit			map03030	DNA replication
K04802	PCNA	proliferating cell nuclear antigen			map03030; map03410; map03420; map03430; map04110; map04530; map05161	DNA replication; Base excision repair; Nucleotide excision repair; Mismatch repair; Cell cycle; Tight junction; Hepatitis B
K04835	mal	methylaspartate ammonia-lyase	M00740	Methylaspartate cycle	map00630; map00660; map01100; map01120; map01200	Glyoxylate and dicarboxylate metabolism; C5-Branched dibasic acid metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism
